pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
cmn-WL-8-89585-7834330-19-5,cmn-WL-8-89585-7834330,19,real,"To me , the scene of circles appearing before my eyes no longer has any other function except for inducing the effect of dizziness caused by radiation .",The eye-full of circles makes you nothing else but dizzy .,"to me , the scene of circle appear before my eye no longer have any other function except for induce the effect of dizziness cause by radiation .",the eye-full of circle make you nothing else but dizzy .,0.8787878787878788,27-10 5-2 6-3 23-9 21-4 10-1 ,{},{},{},{},{},{},{}
chtb_023-8-33,chtb_023,8,real,"Presently , a number of TVE firms or group firms with good development potential have emerged in the high-tech sector .","At present , there emerged in Fujian Province some high-tech-related and sustainable village and township enterprises and enterprise groups .","presently , a number of tve firm or group firm with good development potential have emerge in the high-tech sector .","at present , there emerge in fujian province some high-tech-related and sustainable village and township enterprise and enterprise group .",0.84375,20-19 15-4 16-5 8-18 9-17 6-15 0-1 1-2 ,{},{},{},{},{},{},{}
VOM19981230_0700_0515-1-20,VOM19981230_0700_0515,1,real,Several key figures of Republicans in U.S. Congress have opposing views about the impeachment proceedings .,Keymen of the Senators of the US disagreed on how to impeach President Clinton .,several key figure of republican in u.s. congress have oppose view about the impeachment proceeding .,keymen of the senator of the u disagree on how to impeach president clinton .,0.8846153846153846,15-14 13-11 6-6 ,{},{},{},{},{},{},{}
news-C:3728,news-C:3728,,test,I loved the Brazilian music I played .,"'' I 've played Brazilian music , but I 'm not Brazilian .",i love the brazilian music i play .,"'' i 've play brazilian music , but i 'm not brazilian .",0.6153846153846154,7-12 3-4 4-5 6-3 ,{},{},{},3-4 4-5 5-1 7-12 ,6-2 6-3 ,{},{}
news-C:3971,news-C:3971,,test,"Think Dynamics , which is based in Toronto , will become part of IBM 's Software Group .","the 36 employees at Think Dynamics will remain in Toronto and become IBM employees , Crowe said .","think dynamic , which be base in toronto , will become part of ibm 's software group .","the 36 employee at think dynamic will remain in toronto and become ibm employee , crowe say .",0.64,17-17 0-4 1-5 6-8 7-9 10-11 13-12 ,{},{},{},0-4 1-5 6-8 7-9 10-11 13-12 16-15 17-17 ,11-13 12-13 ,{},{}
ZBN19981130_0038-13-43,ZBN19981130_0038,13,real,Koizumi would talk with Kiichi Migazawa .,Xio Zhen and Kong Zhe will meet .,koizumi would talk with kiichi migazawa .,xio zhen and kong zhe will meet .,0.9285714285714286,6-7 ,{},{},{},{},{},{},{}
urd-WL-86-174276-7483885-19-2,urd-WL-86-174276-7483885,19,real,The right decision was reached at last .,"It came late , but still in time .",the right decision be reach at last .,"it come late , but still in time .",0.9375,7-8 4-1 6-2 ,{},{},{},{},{},{},{}
chtb_290-5-41,chtb_290,5,real,"All troops should provide reliable security safeguard to reform , development and stability , actively participate local economic construction and make efforts on the common prosperity of all nationalities in China .",All the military should enhance the relationships between the government and the military and the relationships between the ordinary residents and the military .,"all troop should provide reliable security safeguard to reform , development and stability , actively participate local economic construction and make effort on the common prosperity of all nationality in china .",all the military should enhance the relationship between the government and the military and the relationship between the ordinary resident and the military .,0.8611111111111112,31-23 1-2 16-19 24-18 2-3 23-17 ,{},{},{},{},{},{},{}
news-C:3261,news-C:3261,,test,"the National Transportation Safety Board has subpoenaed Gansas , arguing his immediate testimony remains critical to its investigation .","the National Transportation Safety Board had subpoenaed him , but he initially ignored the order .","the national transportation safety board have subpoena gansas , argue his immediate testimony remain critical to it investigation .","the national transportation safety board have subpoena him , but he initially ignore the order .",0.64,18-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 8-8 18-15 ,5-5 5-6 6-5 6-6 7-7 10-10 ,{},{}
urd-WL-12-174278-7594553-4-2,urd-WL-12-174278-7594553,4,real,No restriction on cleaning the teeth now .,Now you can brush and gargle .,no restriction on clean the teeth now .,now you can brush and gargle .,0.8461538461538461,7-6 ,{},{},{},{},{},{},{}
news-C:3747,news-C:3747,,test,the agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the '' Freedom Tower '' .,"the collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .",the agreement between architect daniel libeskind and representative of developer larry silverstein give architect david childs the lead role in develop the '' freedom tower '' .,"the collaboration give architect david child , who have do extensive work with silverstein , the lead role in develop the tower , which be to be the world 's tallest .",0.7105263157894737,26-31 16-15 17-16 18-17 19-18 20-19 21-20 12-2 13-3 14-4 24-21 15-5 11-13 ,{},{},{},0-0 10-13 11-13 12-2 13-3 14-4 15-5 16-15 17-16 18-17 19-18 20-19 21-20 23-21 24-21 26-31 ,1-1 ,{},{}
ZBN19981130_0038-13-16,ZBN19981130_0038,13,real,Obuchi will talk with Miyazawa in person .,Xio Zhen and Kong Zhe will meet .,obuchi will talk with miyazawa in person .,xio zhen and kong zhe will meet .,0.8571428571428572,7-7 ,{},{},{},{},{},{},{}
VOM19981115_0700_0898-2-30,VOM19981115_0700_0898,2,real,The China town suffered another violent incident following the serious violence in May .,"After severe rioting and disturbances broke out in May , Chinatown was again hit by violence .",the china town suffer another violent incident follow the serious violence in may .,"after severe rioting and disturbance break out in may , chinatown be again hit by violence .",0.8461538461538461,13-16 11-7 12-8 10-15 5-1 ,{},{},{},{},{},{},{}
urd-WL-79-174263-7720209-4-0,urd-WL-79-174263-7720209,4,real,"The temperament of Pakistan 's public is such that the ruler is bad when he is in office and when he is the past ruler , they support him .",Pakistani people see the present rulers as evil wile the former rulers as supporters .,"the temperament of pakistan 's public be such that the ruler be bad when he be in office and when he be the past ruler , they support him .",pakistani people see the present ruler a evil wile the former ruler a supporter .,0.9032258064516129,29-14 24-11 22-9 23-10 10-5 9-3 27-13 12-7 3-0 5-1 ,{},{},{},{},{},{},{}
VOA_URD_20070725.0007-9-3,VOA_URD_20070725.0007,9,real,Young children rarely suffer from allergies caused by changes in weather conditions .,Little boys whose allergies are cused due to the changing of season suffer less than others .,young child rarely suffer from allergy cause by change in weather condition .,little boy whose allergy be cused due to the changing of season suffer less than others .,0.8888888888888888,12-16 3-12 1-1 0-0 6-6 5-3 8-9 ,{},{},{},{},{},{},{}
news-C:3015,news-C:3015,,test,"during the same quarter last year , EDS declared a profit of $ 354 million , or 72 cents per share .","EDS reported a first-quarter loss of $ 126 million , or 26 cents per share .","during the same quarter last year , ed declare a profit of $ 354 million , or 72 cent per share .","ed report a first-quarter loss of $ 126 million , or 26 cent per share .",0.5769230769230769,21-15 18-12 19-13 20-14 14-8 15-9 16-10 11-5 12-6 7-0 8-1 3-3 9-2 ,{},{},{},7-0 8-1 9-2 11-5 12-6 14-8 15-9 16-10 18-12 19-13 20-14 21-15 ,2-3 3-3 13-7 17-11 ,{},{}
urd-WL-76-174258-7457031-13-5,urd-WL-76-174258-7457031,13,real,May God grant that the writing may be fluent enough .,May Allah increase his power of pen .,may god grant that the writing may be fluent enough .,may allah increase his power of pen .,0.875,10-7 0-0 1-1 ,{},{},{},{},{},{},{}
news-C:4065,news-C:4065,,test,Mr McDevitt has been granted control of three crucial aspects of policing in the Solomons .,Mr McDevitt has been granted control of three aspects of policing by Commissioner William Morrell .,mr mcdevitt have be grant control of three crucial aspect of police in the solomon .,mr mcdevitt have be grant control of three aspect of policing by commissioner william morrell .,0.5,15-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-8 10-9 11-10 15-15 ,{},{},{}
ZBN19981226_0005-12-23,ZBN19981226_0005,12,real,"Actually , phase 4 developments consist of 4 sections with 174 units including detached , semi-detached , townhouse , and shops with residence .",The whole 4th stage project is divided into four locations with a total of 174 apartments including separate houses or half separate houses and stores .,"actually , phase 4 development consist of 4 section with 174 unit include detached , semi-detached , townhouse , and shop with residence .",the whole 4th stage project be divide into four location with a total of 174 apartment include separate house or half separate house and store .,0.8378378378378378,23-25 12-16 10-14 13-17 2-3 3-2 20-24 22-22 7-8 19-23 ,{},{},{},{},{},{},{}
news-C:3629,news-C:3629,,test,police said her two small children were alone in the apartment for up to two days .,police said her two small children were alone there for up to two days as she lay dead .,police say her two small child be alone in the apartment for up to two day .,police say her two small child be alone there for up to two day a she lay dead .,0.38095238095238093,16-18 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 11-9 12-10 13-11 14-12 15-13 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 11-9 12-10 13-11 14-12 15-13 16-18 ,{},{},{}
chtb_168-11-27,chtb_168,11,real,He hopes this co-operative relation will develop continually and make significant achievements .,"It 's expected that the cooperation would advance gradually , and reap rich fruits .",he hop this co-operative relation will develop continually and make significant achievement .,"it 's expect that the cooperation would advance gradually , and reap rich fruit .",0.9230769230769231,12-14 1-2 6-7 3-5 8-10 ,{},{},{},{},{},{},{}
news-C:2886,news-C:2886,,test,"likewise , the 30-year bond US30YT=RR slid 23/32 for a yield of 4.34 percent , up from 4.30 percent .","the 30-year bond US30YT=RR lost 16/32 , taking its yield to 4.20 percent from 4.18 percent .","likewise , the 30-year bond us30yt=rr slide 23/32 for a yield of 4.34 percent , up from 4.30 percent .","the 30-year bond us30yt=rr lose 16/32 , take it yield to 4.20 percent from 4.18 percent .",0.64,21-18 2-0 3-1 4-2 5-3 6-4 7-5 20-17 12-11 15-14 18-15 ,{},{},{},2-0 3-1 4-2 5-3 6-4 9-8 10-9 11-10 13-12 16-13 18-15 19-16 ,7-5 12-11 17-14 ,{},{}
VOM19981114_0700_1057-8-27,VOM19981114_0700_1057,8,real,China 's exporting of missile technology is always an issue of friction between U.S. and China relations .,That China exports missile technology has frequently had a brush in the Sino-American relationship .,china 's exporting of missile technology be always an issue of friction between u.s. and china relation .,that china export missile technology have frequently have a brush in the sino-american relationship .,0.8461538461538461,17-14 4-3 5-4 2-2 0-1 16-13 ,{},{},{},{},{},{},{}
artb_556-3-32,artb_556,3,real,Report is according to Kuwait Stock market formal press release .,This was stated in the official report issued by the Kuwaiti currency exchange .,report be accord to kuwait stock market formal press release .,this be state in the official report issue by the kuwaiti currency exchange .,0.8571428571428572,10-13 9-7 7-5 0-6 4-10 ,{},{},{},{},{},{},{}
ZBN20020317.0003-13-4,ZBN20020317.0003,13,real,"For Nasdaq , the advance to decline ratio is 6 to 5 .",But the American Auto Pricing stocks up and down rate is 6:5 .,"for nasdaq , the advance to decline ratio be 6 to 5 .",but the american auto pricing stock up and down rate be 6:5 .,0.8636363636363636,12-12 7-9 8-10 ,{},{},{},{},{},{},{}
ZBN19981026_0045-5-37,ZBN19981026_0045,5,real,"With the sound of the blast of 1,215 kg of plastic explosives , the building was finally reduced to 360,000,000 kg of rubble .","In the explosion of the 1215-kilogram moulding dynamite , it eventually turned into a pile of 0.36 billion-kilogram debris .","with the sound of the blast of 1,215 kg of plastic explosive , the building be finally reduce to 360,000,000 kg of rubble .","in the explosion of the 1215-kilogram moulding dynamite , it eventually turn into a pile of 0.36 billion-kilogram debris .",0.875,23-19 3-3 4-4 5-2 16-10 22-18 21-15 ,{},{},{},{},{},{},{}
VOM19981115_0700_0898-14-20,VOM19981115_0700_0898,14,real,Many roadblocks have been set up in different areas and residents are carrying big wooden rods to drive away strangers .,"In some places with barricades , residents expelled groups of strangers with big lumbers .",many roadblock have be set up in different area and resident be carry big wooden rod to drive away stranger .,"in some place with barricade , resident expel group of stranger with big lumber .",0.8275862068965517,20-14 8-2 4-8 13-12 14-13 1-4 10-6 19-10 6-0 ,{},{},{},{},{},{},{}
urd-WL-80-174265-7519426-23-4,urd-WL-80-174265-7519426,23,real,Such nonsense neither can legally be justified nor morally .,"There is no reason for these ridiculous words , not only religious grounds , also for legal and moral reasons .",such nonsense neither can legally be justify nor morally .,"there be no reason for these ridiculous word , not only religious ground , also for legal and moral reason .",0.9230769230769231,9-20 6-19 4-16 8-18 1-6 0-5 7-17 ,{},{},{},{},{},{},{}
news-C:4011,news-C:4011,,test,three Federal Reserve speakers and the Fed 's anecdotal summary of U.S. economic conditions could help firm expectations .,"at 1800 GMT , the Federal Reserve issues its beige book summary of U.S. economic conditions .",three federal reserve speaker and the fed 's anecdotal summary of u.s. economic condition could help firm expectation .,"at 1800 gmt , the federal reserve issue it beige book summary of u.s. economic condition .",0.6666666666666667,18-16 9-11 10-12 11-13 12-14 13-15 1-5 2-6 ,{},{},{},1-5 2-6 9-11 10-12 11-13 12-14 13-15 18-16 ,8-9 8-10 ,{},{}
cmn-WL-8-89514-7839535-15-2,cmn-WL-8-89514-7839535,15,real,Use your head in the way you do things and follow your heart in dealing with relationships .,"Handle the business side rationally , but handle emotions , friendship and feelings with empathy .",use your head in the way you do thing and follow your heart in deal with relationship .,"handle the business side rationally , but handle emotion , friendship and feeling with empathy .",0.8461538461538461,17-15 14-0 ,{},{},{},{},{},{},{}
VOM19981111_0700_1476-4-33,VOM19981111_0700_1476,4,real,"Here are the details , Ma Kaiyue reporting .","Now please listen to the detailed contents of the report below , spoken by Macjill .","here be the detail , ma kaiyue reporting .","now please listen to the detailed content of the report below , speak by macjill .",0.8571428571428572,8-15 3-5 7-9 2-4 ,{},{},{},{},{},{},{}
AFA20030207.9120-4-3,AFA20030207.9120,4,real,This work began a short while ago . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this work begin a short while ago . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.8333333333333334,7-19 3-4 4-5 6-7 1-9 2-10 8-12 ,{},{},{},{},{},{},{}
groups.google.com_kholoudalrouh_4dca8166880eee76_ARB_20060216_031200-30-5,groups.google.com_kholoudalrouh_4dca8166880eee76_ARB_20060216_031200,30,real,The revelation includes all single men .,"In the Qur'an , there is a call to every bachelor .",the revelation include all single men .,"in the qur'an , there be a call to every bachelor .",0.8823529411764706,6-13 4-12 ,{},{},{},{},{},{},{}
cmn-WL-8-89514-7839535-27-0,cmn-WL-8-89514-7839535,27,real,But I 'm also therefore pretty strict in choosing my friends .,"However , due to this reason , I am rather strict with screening friends as well .",but i 'm also therefore pretty strict in choose my friend .,"however , due to this reason , i be rather strict with screen friend as well .",0.8333333333333334,11-16 6-10 2-8 5-9 10-13 3-15 1-7 ,{},{},{},{},{},{},{}
chtb_092-9-22,chtb_092,9,real,"In addition , Gansu is opening to foreigners and the progress looks encouraging .",Gusu also showed a favorable momentum in forein trade .,"in addition , gansu be open to foreigner and the progress look encourage .",gusu also show a favorable momentum in forein trade .,0.9090909090909091,13-9 1-1 ,{},{},{},{},{},{},{}
XIN20030111.0054-11-3,XIN20030111.0054,11,real,The stage appearance was close to life ; the simple but pretty hair ornaments all provided exceptional luster to her .,"The close-to-life makeup , simple and beautiful head decorations make her dazzlingly brilliant .",the stage appearance be close to life ; the simple but pretty hair ornament all provide exceptional luster to her .,"the close-to-life makeup , simple and beautiful head decoration make her dazzlingly brilliant .",0.8620689655172413,20-13 4-1 5-1 6-1 13-8 9-4 11-6 15-9 ,{},{},{},{},{},{},{}
cmn-WL-8-89514-7839535-20-2,cmn-WL-8-89514-7839535,20,real,What 's the point in thinking about all that useless stuff ?,Why should you chew the nonsense over and again in your mind ?,what 's the point in think about all that useless stuff ?,why should you chew the nonsense over and again in your mind ?,0.8636363636363636,11-12 ,{},{},{},{},{},{},{}
groups.google.com_LNTS_14974749cb4b6f49_CMN_20060216_084900-3-3,groups.google.com_LNTS_14974749cb4b6f49_CMN_20060216_084900,3,real,The gunpowder smoke of the Chinese Super Cup Soccer Game will soon bring flames of war .,The China Football Association Super League is set for some fierce battles .,the gunpowder smoke of the chinese super cup soccer game will soon bring flame of war .,the china football association super league be set for some fierce battle .,0.88,16-12 6-4 5-1 7-2 9-7 15-11 4-0 ,{},{},{},{},{},{},{}
news-C:4045,news-C:4045,,test,"in Hong Kong , 24 patients were quarantined Wednesday after seven public hospital workers developed flu-like symptoms .",this after seven health care workers at a public hospital fell ill with flu-like symptoms .,"in hong kong , 24 patient be quarantine wednesday after seven public hospital worker develop flu-like symptom .",this after seven health care worker at a public hospital fell ill with flu-like symptom .,0.6923076923076923,17-15 15-13 16-14 9-1 10-2 11-8 12-9 13-5 5-11 ,{},{},{},9-1 10-2 11-8 12-9 13-5 14-10 14-11 14-12 15-13 16-14 17-15 ,{},{},{}
ZBN20040306.002-5-0,ZBN20040306.002,5,real,Outsiders have interpreted the declaration of stands as a signal to Chen Shui-bien that he should keep things within limits and prevent him from totally possessed by the Devil .,These remarks are seen to prevent Chen Shui-bian from taking extremist actions .,outsider have interpret the declaration of stand a a signal to chen shui-bien that he should keep thing within limit and prevent him from totally possess by the devil .,these remark be see to prevent chen shui-bian from take extremist action .,0.8611111111111112,29-12 11-6 12-7 21-5 2-3 16-9 ,{},{},{},{},{},{},{}
news-C:2058,news-C:2058,,test,"police searched Tanzi 's home near Parma on Wednesday , and prosecutors had sought to interrogate him that day only to find he had left Italy for an undisclosed foreign country .","magistrates searched Tanzi 's home near Parma on Wednesday and tried to question him the same day , only to find he had left Italy for an undisclosed foreign country .","police search tanzi 's home near parma on wednesday , and prosecutor have seek to interrogate him that day only to find he have leave italy for an undisclosed foreign country .","magistrate search tanzi 's home near parma on wednesday and try to question him the same day , only to find he have leave italy for an undisclosed foreign country .",0.2857142857142857,31-30 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 15-12 14-11 16-13 13-10 18-16 ,{},{},{},1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-9 14-11 15-12 16-13 17-14 17-15 18-16 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 ,0-0 11-0 12-10 13-10 ,{},{}
XIA20050104.0006-9-2,XIA20050104.0006,9,real,"The death toll now stands at about 140,000 .",The number of dead has reached close to 140 thousand people .,"the death toll now stand at about 140,000 .",the number of dead have reach close to 140 thousand people .,0.8947368421052632,8-11 1-3 ,{},{},{},{},{},{},{}
cmn-WL-8-89580-7853627-8-2,cmn-WL-8-89580-7853627,8,real,Then we started talking again about how this is an era of male beauty .,"Then , our conversation turned to the topic : arrival of the age of male sexual appeal .",then we start talk again about how this be an era of male beauty .,"then , our conversation turn to the topic : arrival of the age of male sexual appeal .",0.8518518518518519,14-17 11-13 12-14 10-12 3-3 ,{},{},{},{},{},{},{}
XIN20041229.0079-6-3,XIN20041229.0079,6,real,"First , it shall accelerate and press forward with the development of related laws and regulations regarding financial AMCs .",First is to speed up the legislative process of financial asset management corporations .,"first , it shall accelerate and press forward with the development of related law and regulation regard financial amcs .",first be to speed up the legislative process of financial asset management corporation .,0.8214285714285714,19-13 0-0 17-9 4-3 13-6 ,{},{},{},{},{},{},{}
urd-WL-72-174253-7562183-28-0,urd-WL-72-174253-7562183,28,real,They neither believe in the doomsday nor in accountability .,According to them neither will there be any day of judgment nor will anything be accountable .,they neither believe in the doomsday nor in accountability .,accord to them neither will there be any day of judgment nor will anything be accountable .,0.8571428571428572,9-16 1-3 8-15 0-2 ,{},{},{},{},{},{},{}
ZBN19981226_0005-2-10,ZBN19981226_0005,2,real,Yunnan Gardens released for sale last weekend has enjoyed brisk sale .,Yunnan Gardens that was put on the market in the end last week shows a good marketing response .,yunnan garden release for sale last weekend have enjoy brisk sale .,yunnan garden that be put on the market in the end last week show a good marketing response .,0.84,11-18 0-0 1-1 6-12 5-11 4-16 ,{},{},{},{},{},{},{}
urd-WL-80-174265-7496746-18-3,urd-WL-80-174265-7496746,18,real,High volume sounds of Naats ( poetic lines in praise of Prophet Mohammad ) were going on .,The Naat was being recited continuously in a deep voice .,high volume sound of naats ( poetic line in praise of prophet mohammad ) be go on .,the naat be be recite continuously in a deep voice .,0.875,17-10 4-1 2-9 ,{},{},{},{},{},{},{}
news-C:1468,news-C:1468,,test,the measures could be taken up by the full Senate as early as Friday .,Ratliff said he hopes to bring the two measures to the full Senate by Friday .,the measure could be take up by the full senate as early a friday .,ratliff say he hop to bring the two measure to the full senate by friday .,0.6666666666666667,14-15 7-10 8-11 9-12 13-14 1-8 0-6 4-5 6-13 ,{},{},{},0-6 1-8 7-10 8-11 9-12 10-13 11-13 12-13 13-14 14-15 ,2-3 2-4 2-5 2-9 3-3 3-4 3-5 3-9 4-3 4-4 4-5 4-9 5-3 5-4 5-5 5-9 6-3 6-4 6-5 6-9 ,{},{}
ZBN19981130_0038-13-41,ZBN19981130_0038,13,real,Obuchi is to talk with Miyazawa face to face .,Xio Zhen and Kong Zhe will meet .,obuchi be to talk with miyazawa face to face .,xio zhen and kong zhe will meet .,0.9333333333333333,9-7 6-6 ,{},{},{},{},{},{},{}
news-C:95,news-C:95,,test,but he added that the New York-based actor and producer is '' a private person and does n't care to have his treatment out for public consumption '' .,but he added that De Niro is '' a private person and does n't care to have his treatment out for public consumption '' .,but he add that the new york-based actor and producer be '' a private person and do n't care to have his treatment out for public consumption '' .,but he add that de niro be '' a private person and do n't care to have his treatment out for public consumption '' .,0.24137931034482762,28-24 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 0-0 1-1 2-2 3-3 ,{},{},{},0-0 1-1 2-2 3-3 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 ,4-4 4-5 5-4 5-5 6-4 6-5 7-4 7-5 8-4 8-5 9-4 9-5 ,{},{}
cmn-NG-4-76698-7531660-5-2,cmn-NG-4-76698-7531660,5,real,We often meet situations that require groups .,We often see the occasion when collective life and activities are essential .,we often meet situation that require group .,we often see the occasion when collective life and activity be essential .,0.8333333333333334,7-12 0-0 1-1 6-6 ,{},{},{},{},{},{},{}
urd-WL-11-174274-7483801-31-1,urd-WL-11-174274-7483801,31,real,The one who won the heart so quickly .,She had a way of securing a place in people 's hearts pretty quickly as well .,the one who win the heart so quickly .,she have a way of secure a place in people 's heart pretty quickly as well .,0.8571428571428572,8-16 5-11 7-13 ,{},{},{},{},{},{},{}
news-C:659,news-C:659,,test,U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America .,"U.S. stocks rose slightly on feather-light volume on Friday , as Wall Street regrouped after the biggest-ever power outage in North America .",u.s. corporate bond yield spread tighten in spotty trading on friday a wall street labor to get back on it foot after the large power outage ever in north america .,"u.s. stock rise slightly on feather-light volume on friday , a wall street regroup after the biggest-ever power outage in north america .",0.6216216216216216,30-22 27-19 28-20 29-21 11-10 12-11 13-12 9-7 10-8 21-14 22-15 24-17 25-18 0-0 26-16 ,{},{},{},0-0 1-1 2-1 9-7 10-8 11-10 12-11 13-12 21-14 22-15 23-16 24-17 25-18 26-16 27-19 28-20 29-21 30-22 ,3-2 3-3 3-4 3-5 3-6 4-2 4-3 4-4 4-5 4-6 5-2 5-3 5-4 5-5 5-6 6-2 6-3 6-4 6-5 6-6 7-2 7-3 7-4 7-5 7-6 8-2 8-3 8-4 8-5 8-6 14-13 15-13 16-13 17-13 18-13 19-13 20-13 ,{},{}
cmn-WL-8-89586-7839847-21-0,cmn-WL-8-89586-7839847,21,real,"The bright sunshine suddenly disappeared , and wave after wave of blackness appeared in front of me .",The dazzling sun suddenly disappeared . I suffered from blackout spells .,"the bright sunshine suddenly disappear , and wave after wave of blackness appear in front of me .",the dazzling sun suddenly disappear . i suffer from blackout spell .,0.8260869565217391,17-11 3-3 4-4 2-2 0-0 ,{},{},{},{},{},{},{}
chtb_225-5-34,chtb_225,5,real,"The majority decision does not accept this division , and also terminates the entire peaceful project . ''","However , the national vote against the proposed borders means the end of the whole peace plan too '' .","the majority decision do not accept this division , and also terminate the entire peaceful project . ''","however , the national vote against the proposed border mean the end of the whole peace plan too '' .",0.8666666666666667,16-19 15-16 12-13 13-14 14-15 17-18 11-11 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-8-18,VOM19981122_0900_1102,8,real,"In light of the forthcoming meeting , the policy made the arrests .",The police carried out the detentions to deter the gathering .,"in light of the forthcoming meeting , the policy make the arrest .",the police carry out the detention to deter the gathering .,0.8888888888888888,12-10 9-2 8-1 11-5 5-9 3-8 7-0 10-4 ,{},{},{},{},{},{},{}
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-125-3,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,125,real,If only she prayed in this life ..,She wished she had prayed to God during her life..,if only she pray in this life ..,she wish she have pray to god during her life..,0.8666666666666667,8-11 6-9 7-10 3-4 4-7 ,{},{},{},{},{},{},{}
news-C:772,news-C:772,,test,the decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .,the decision unnerved voting officials who already have been warning they have barely enough time to organize the election .,the decision unnerve voting official who already have be warn that they have barely enough time to organize the election before the balloting be schedule to begin .,the decision unnerve voting official who already have be warn they have barely enough time to organize the election .,0.21739130434782605,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 27-19 ,{},{},{}
VOM19981115_0700_0898-8-24,VOM19981115_0700_0898,8,real,Then the army drove an armored personnel carrier to save this badly wounded person .,Later the soldiers rescued the seriously injured man with an armed transport vehicle .,then the army drive an armored personnel carrier to save this badly wound person .,later the soldier rescue the seriously injured man with an armed transport vehicle .,0.88,14-13 13-7 11-5 12-6 9-3 2-10 7-11 ,{},{},{},{},{},{},{}
VOA_URD_20070708.0003-3-3,VOA_URD_20070708.0003,3,real,About 100 million voted through internet and telephone .,Almost 10 billion people expressed their opinions on these wonders by cell phone and Internet .,about 100 million vote through internet and telephone .,almost 10 billion people express their opinion on these wonder by cell phone and internet .,0.8636363636363636,8-15 5-14 7-12 ,{},{},{},{},{},{},{}
news-C:2746,news-C:2746,,test,"'' the message is : if an individual is thinking of getting a flu shot , they should n't wait .","'' the message to the public is : if you are thinking of getting a flu shot , do n't wait any longer '' , he said .","'' the message be : if an individual be think of get a flu shot , they should n't wait .","'' the message to the public be : if you be think of get a flu shot , do n't wait any long '' , he say .",0.4285714285714286,20-27 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 0-0 1-1 2-2 3-6 4-7 5-8 18-19 19-20 ,{},{},{},0-0 1-1 2-2 3-6 4-7 5-8 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 17-18 17-19 18-18 18-19 19-20 19-21 19-22 ,6-9 7-9 ,{},{}
chtb_324-12-9,chtb_324,12,real,"In his opinion , many new athletes from our country took part in this contest .",He thought that quite a number of China 's contestants in this championship are new players .,"in his opinion , many new athlete from our country take part in this contest .",he think that quite a number of china 's contestant in this championship be new player .,0.8571428571428572,15-16 12-10 13-11 6-15 5-14 14-9 4-5 ,{},{},{},{},{},{},{}
cmn-NG-31-117651-7567877-3-5,cmn-NG-31-117651-7567877,3,real,CCTV later did a follow-up report . It turned out this incident had never happened at all .,"Later , CCTV followed up with reports that thorough investigation proved there was absolutely no such a thing .",cctv later do a follow-up report . it turn out this incident have never happen at all .,"later , cctv follow up with report that thorough investigation prove there be absolutely no such a thing .",0.8387096774193549,17-18 4-3 4-4 1-0 0-2 5-6 ,{},{},{},{},{},{},{}
