HITId,AssignmentId,WorkerId,source,target,gizaAlignments,sureAlignments,possAlignments,sourceHighlights,targetHighlights
3PUOXASB573OMU7SVQ5OP5Y54BU9ZE,3P59JYT76LKJMIANUR6SHELXN9CT2M,A34QZDSTKZ3JO9,"Family disputes occurred time and again because of gambling , which sometimes causes tragedies with families broken up and decimated .","Also , family squabbles stemming from gambling sometimes occur . Some even descend into tragedies where families are split or life is lost .",20-23 2-8 8-6 11-7 13-14 15-16 0-2 1-3,0-2 1-3 2-8 8-6 9-9 11-7 13-14 15-16 16-17 16-18 17-17 17-18 19-20 19-21 19-22 20-23,3-7 4-7 5-7 6-4 6-5 7-4 7-5 11-10 18-19,10 12,0 1 11 12 13 15
3PUV2Q8SV4447MHT1SUNPJAS4TMDBS,3KXIR214I4GZ5XVXFQ5K96957BK24Q,A34QZDSTKZ3JO9,the decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .,the decision unnerved voting officials who already have been warning they have barely enough time to organize the election .,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18,unchanged,unchanged,10 20 21 22 23 24 25 26,{}
3PUV2Q8SV4447MHT1SUNPJAS4TNBDR,3FDJT1UU748CIW3NI1UYEU1DO6QK5M,A2HNL20X0Q9BP0,"We can be grateful that this driver 's superiors quickly calmed him down , and were able to ease his psychological stress .","Fortunately , his superiors gave the underground train driver timely help and consolation on the spot to effectively relieve and ameliorate his pressure and strains .",22-25 18-18 17-16 21-22 6-8 9-9 8-3 19-21,0-0 1-0 2-0 3-0 7-3 8-3 9-9 9-13 9-14 9-15 10-4 10-5 10-6 10-7 10-8 10-10 10-11 10-12 11-4 11-5 11-6 11-7 11-8 11-10 11-11 11-12 12-4 12-5 12-6 12-7 12-8 12-10 12-11 12-12 17-16 18-17 18-18 18-19 18-20 19-21 22-25,4-1 5-2 6-2 20-22 20-23 20-24 21-22 21-23 21-24,13 14 15 16,{}
3PZDSVZ3J5HT8ZNXB7Y3DAGG8584NW,39PAAFCODM0SJ98PI1Q3JJI8K70TVP,A4H1NYJVE7C53,The arrest of Fang Fuming had temporarily caused tensions between China and the United States .,Fang 's being detained once made China-US relations be strained .,15-10 3-0 1-3 8-9 10-6,1-3 3-0 10-6 11-6 12-6 13-6 14-6 15-10,{},unchanged,unchanged
3PZDSVZ3J5HT8ZNXB7Y3DAGG858N4F,3OHYZ19UGC5SET0JBPD8TMY80P2OAH,A2ZRJMJTE6ID97,Schuster arrived in Shanghai for a visit at noon of January 8 from Beijing .,The Schuste delegation flied to Shanghai from Beijing on Wednesday afternoon .,14-11 12-6 13-7 3-5 8-10,unchanged,unchanged,unchanged,unchanged
3Q2T3FD0ON828LJTZSEKQQZAPF2M3T,33FBRBDW6OZDMGA1OMK32VYWLNFC80,A1I6P3XTSPFEK5,"consumers who said jobs are difficult to find jumped from 29.4 to 32.6 , while those claiming work was plentiful slipped from 13 to 12.6 .","consumers who said jobs are difficult to find jumped to 32.6 from 29.4 , while those saying work was plentiful slipped to 12.6 from 13 in April .",25-27 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 17-17 18-18 19-19 20-20 13-13 14-14 15-15 9-11 10-12 11-9 12-10 21-23 22-24 23-21 24-22 16-16,unchanged,unchanged,{},25 26
3Q7TKIAPOTAGKV35S5JH3M6XGN0LDN,3D3VGR7TA0FVRLTEU2F209P753BR3G,A1EQ2HDHF2WWSY,"Sri Lanka military has proposed to disarm the LTTE as a condition for resettling Tamils , but the LTTE said such condition is neither 'acceptable nor realistic ' .","Sri Lanka government troops regard disarmament as precondition of reallocation of Tamils , but the Tigers call this precondition as `` unacceptable and unrealistic ''",14-11 15-12 16-13 17-14 0-0 1-1 11-7 10-6 2-3 8-15 21-18 25-21 27-23 6-5 26-22 20-17,0-0 1-1 2-2 2-3 9-6 10-7 11-7 12-8 13-9 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18,3-4 3-5 4-4 4-5 5-4 5-5 6-4 6-5 7-14 8-15 13-10 21-19 22-21 22-22 22-23 23-21 23-22 23-23 24-21 24-22 24-23 25-21 25-22 25-23 26-21 26-22 26-23,unchanged,unchanged
3Q7TKIAPOTAGKV35S5JH3M6XGN1DLG,3RU7GD8VPOTEZPYE7PCE3MX4W0KSPD,A2ZRJMJTE6ID97,"the National Transportation Safety Board has subpoenaed Gansas , arguing his immediate testimony remains critical to its investigation .","the National Transportation Safety Board had subpoenaed him , but he initially ignored the order .",18-15 0-0 1-1 2-2 3-3 4-4 5-5 6-6,unchanged,unchanged,unchanged,unchanged
3Q7TKIAPOTAGKV35S5JH3M6XGN2DLH,33ISQZVXPPMFYJ0E5Y084HUFBEUCC0,A2ZRJMJTE6ID97,"To all of our listeners , now let 's take a look at the situation in China .",Here is the news about China .,17-6 16-5,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,0 1 2 3 4
3Q9SPIIRWJMYXICSC9ZHMWF7TR7WAP,373ERPL3YO80Q2R89HLTIMT5Z16RTD,A2ZRJMJTE6ID97,"At present , China has a population of 1.23 billion .",Currently there are 1.2 billion people in China .,10-8 6-5 3-7 9-4 1-0,0-0 1-0 3-7 8-3 9-4 10-8,6-5,unchanged,unchanged
3Q9SPIIRWJMYXICSC9ZHMWF7TR8AW4,3VJ40NV2QINXTPZSHP4PORO0OEZOTE,A3OKWRLKLYVH4F,it was the first speech by a US president to a joint session of the Philippines Congress since 1960 .,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,19-24 10-11 11-12 12-13 13-14 14-15 15-16 2-5 3-6 8-8 9-9 16-18 17-19 18-23 7-7 4-10,2-5 3-6 4-10 7-7 8-8 9-9 10-11 11-12 12-13 13-14 14-15 15-16 16-17 16-18 17-19 18-23 19-24,0-10 1-4 7-0 7-1 8-0 8-1,5 6,2 3 20 21 22
3QD8LUVX4XYGGC51RI4MG4DSAFD5XM,33L7PJKHCGYU8XCCA8FTR5Y099XT8I,A4H1NYJVE7C53,I am still somewhat more relaxed now that I am on holiday .,"Now the vacation has begun , the days do become more or less relaxed .",12-14 5-13 4-10 11-2,unchanged,unchanged,unchanged,unchanged
3QD8LUVX4XYGGC51RI4MG4DSAFDX5E,3MB8LZR5BFTQKL68AOA5VJXAAW6KLQ,A4H1NYJVE7C53,"Apart from making me dizzy like from radiation , those little circles I see everywhere have no other function at all .",The eye-full of circles makes you nothing else but dizzy .,21-10 2-4 4-9 11-3,2-4 4-9 11-3 21-10,16-6 16-7 17-6 17-7 18-6 18-7,unchanged,unchanged
3QD8LUVX4XYGGC51RI4MG4DSAFE5XN,3UNH76FOCS55A8DAEFCB44RA8G8YM4,A2ZRJMJTE6ID97,an attempt last month in the Senate to keep the fund open for another year fell flat .,an attempt to keep the fund open for another year fell flat in the Senate last month .,17-17 7-2 8-3 9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 4-12 5-13 6-14 0-0 1-1 2-15 3-16,unchanged,unchanged,{},{}
3QE4DGPGBRBNY76BO3L8NQ7J7TM4GO,3PJ71Z61R42TDIJDDH1XLVAG1WR199,A4H1NYJVE7C53,It is not merely a matter of meeting qualifying conditions .,The issue goes beyond the conditions for eligibility .,10-8 9-5 8-7 5-1,unchanged,unchanged,unchanged,unchanged
3QGHA0EA0J03GSHKINZDH7ZDB9SWBK,3RGU30DZTA8FFJIBSFB8UHCMVCUJMQ,A34QZDSTKZ3JO9,The result arrived just in time for his 20th birthday and becomes the best present for the celebration .,He can use this victory as a gift to celebrate his 20th birthday .,18-13 7-10 8-11 9-12 17-9 14-7,7-10 8-11 9-12 14-7 17-9 18-13,7-0 12-6,0 1 2 3 4 5 6 10 11 13 15 16,1 2 3 4 5
3QGHA0EA0J03GSHKINZDH7ZDB9TBW0,3BF51CHDTVAMLZGEFALPK7PUFHQH09,A34QZDSTKZ3JO9,Their honor was short-lived ; their mediocrity stuck with them for a lifetime .,"Glory for a time , worthless for life .",13-8 10-1 11-2 1-0 12-7,0-0 1-0 3-1 3-2 3-3 6-5 12-7 13-8,{},2 5 7 8 9 10 11,{}
3QGTX7BCHP25L75GS0S7DPT3IFAZ5C,3NAPMVF0ZWFWOKDGHO3RCITFYCU27S,A2ZRJMJTE6ID97,Even a townhouse of minimum area has space to park two cars .,The smallest sized traditional style houses can park 2 cars .,12-10 11-9 9-7 10-8,unchanged,unchanged,0 1 2 3 4 5 6 7 8,0 1 2 3 4 5 6
3QGTX7BCHP25L75GS0S7DPT3IFB5ZJ,392CY0QWG1R3GI9Z4TQCWMGMW64I42,A2ZRJMJTE6ID97,Asia 's economic revival is in its beginning phase .,Asia 's still just beginning to recover from their own crisis .,9-11 0-0 1-1 7-4,0-0 1-1 7-4 9-11,2-10 3-10,unchanged,unchanged
3QHITW7OYO9TDLG6000BU7XL5QRQAG,39PAAFCODM0SJ98PI1Q3JJI8K8TTVK,A34QZDSTKZ3JO9,"the ambassador said it was up to the Americans to press the Iraqis to make the invitation , which he said the United States appears unwilling to do .",the ambassador said it was up to the Americans to press the Iraqi council to make the invitation - a move he said the United States appears unwilling to make .,28-30 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 13-14 14-15 15-16 16-17,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 12-13 13-14 14-15 15-16 16-17 17-18 19-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 28-30,27-29,18,19 20
3QI9WAYOGQB43ZJG2R8492A0RVM6SV,30LSNF239UVTD4UC0F7O37JOCTD2IX,A1EQ2HDHF2WWSY,Mr. Stevens has also told his officers that information from British intelligence indicates there are more al Qaeda agents in Britain than previously thought .,Sir John has also told his officers that information from British intelligence indicates there are more al-Qa`eda agents in Britain than previously thought .,24-25 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-19 19-20 20-21 21-22 22-23 23-24 0-0 17-16,2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-16 18-17 19-18 20-19 21-20 22-21 23-22 23-24 24-23 24-25,0-0 0-1 1-0 1-1,unchanged,unchanged
3QI9WAYOGQB43ZJG2R8492A0RVMS6H,3C8HJ7UOP7U5FYNFA1EUIB0CEA7ZMR,A34QZDSTKZ3JO9,"Everyone was infected , and hot tears flowed everywhere .",The highly contagious mood was transmitted to all people present . And tears swelled into a torrent .,9-17 6-12,0-7 0-8 0-9 1-4 2-5 4-11 6-12 7-13 9-17,{},3 5 8,0 1 2 3 10 14 15 16
3QMELQS6Y5BS2KJ3N28ZJS545T36R7,36H9ULYP62U999QU6S7VZRSDYBHFJE,A34QZDSTKZ3JO9,They enjoyed a short period of glory but have been a looser all their lives .,"Glory for that moment , but misery for the whole life .",15-11 14-10 6-0,2-0 2-1 2-2 2-3 3-0 3-1 3-2 3-3 4-0 4-1 4-2 4-3 5-0 5-1 5-2 5-3 6-0 6-1 6-2 6-3 7-5 12-7 12-8 12-9 12-10 13-7 13-8 13-9 13-10 14-7 14-8 14-9 14-10,{},0 1 8 9 10 11,4 6
3QO7EE372ONYWVLY6E07PIHRN8CBQW,3EFE17QCRC5MM80QOC49UDVDA96SH4,A4H1NYJVE7C53,"On the other hand , France indicated her regret that U.S. and Britain were forced to take this operation .","In addition , France showed their regret for American and British action .",19-12 4-2 5-3 6-4 8-6 10-8 12-10 18-11 11-9,4-2 5-3 6-4 8-6 10-8 11-9 12-10 18-11 19-12,0-0 0-1 1-0 1-1 2-0 2-1 3-0 3-1,unchanged,unchanged
3QO7EE372ONYWVLY6E07PIHRN8CQBB,3A1COHJ8NJV43OLHAEY4DMVCYFI8H3,A2ZRJMJTE6ID97,"'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , said Dr. David Fleming of the Centers for Disease Control and Prevention .","'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , said Dr. David Fleming , the CDC 's deputy director for Public Health and Science .",31-34 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22,unchanged,unchanged,23 24 25 26 27 28 29 30,23 24 25 26 27 28 29 30 31 32 33
3QQUBC64ZEEK61B7VI08ALDE10CXN3,3EA3QWIZ4IVNX3OPJURK4USEC5XTIL,A1EQ2HDHF2WWSY,Yunnan Gardens released for sale last weekend has enjoyed brisk sale .,Yunnan Gardens that was put on the market in the end last week shows a good marketing response .,11-18 0-0 1-1 6-12 5-11 4-16,0-0 1-1 11-18,2-2 2-3 2-4 2-5 2-6 2-7 3-2 3-3 3-4 3-5 3-6 3-7 4-2 4-3 4-4 4-5 4-6 4-7 5-8 5-9 5-10 5-11 5-12 6-8 6-9 6-10 6-11 6-12 7-13 7-14 7-15 7-16 7-17 8-13 8-14 8-15 8-16 8-17 9-13 9-14 9-15 9-16 9-17 10-13 10-14 10-15 10-16 10-17,unchanged,unchanged
3QQUBC64ZEEK61B7VI08ALDE10DNXU,320DUZ38G7MFN9MPHCDDHCSPZQNJGN,A2ZRJMJTE6ID97,"Notwithstanding the heavy rain , the historic city of Cologne managed to get through without a calamity .",Historically prestigious city Kolong survived the storm .,17-7 3-6 1-5 6-0 7-2,unchanged,unchanged,0 2 4 5 8 9 10 11 12 13 14 15 16,1 3 4
3QQUBC64ZEEK61B7VI08ALDE10DXN4,3PS7W85Z8Z2UM2VMF0L7R1TBTFF9TN,A4H1NYJVE7C53,Alcatel further said that the company would announce the profit and loss for the full year on February 4 .,"The total revenue of the whole year would be released in April , added Alcatel .",19-15 15-6 13-4 14-5 0-14 6-7 2-13 7-9 18-11,unchanged,unchanged,unchanged,unchanged
3QREJ3J433XOY19FKM547Z1N0WXLK0,3A1PQ49WVHHMSO1WBTPPYC84K9I1HI,A37PBOUXGARPML,"Mr. Bloomberg later told reporters that the agreement '' will be a compromise , like the real world requires '' .","'' it will be a compromise , like the real world requires '' , he said .",20-16 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 3-15 8-0,0-14 1-14 2-15 3-15 4-15 6-1 7-1 8-0 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 20-16,{},unchanged,unchanged
3QREJ3J433XOY19FKM547Z1N0WYKL0,3N1FSUEFL50M87TDCFP15P0942FD4G,A2ZRJMJTE6ID97,"Outside resources said that after Miyazawa 's resignation , the Secretary-general Naida would work in his position .",Rumors have it that the Secretary General of the Liberal Party will replace Miyazawa .,17-14 10-5 10-6 5-13 13-10 9-4,5-13 9-4 9-5 9-6 10-4 10-5 10-6 13-10 17-14,{},0 1 2 3 4 6 7 8 12 14 15 16,0 1 2 3 4 7 8 9 11 12
3QTFNPMJC6I9BWBMW0OT76TP90BNZR,3180JW2OT4CH7CX50GUMDF109IXJ5V,AROEBUDI2L9G9,Cambodia 's failure to join ASEAN was due to the overthrow of Prince Ranariddh by Hun Sen .,"At that time , Cambodia wanted to join , but failed to join because Han Shun used force to take over King Nanalee 's government .",17-25 3-6 4-7 2-10 0-4,0-4 2-10 3-6 3-11 3-18 4-7 4-12 8-6 8-11 8-18 16-14 17-15 17-25,{},unchanged,unchanged
3QX22DUVOOHMKULCJ2KQ9LRTGZUVMY,3WLEIWSYHOHTH9JSUXP33VI9CFJ2HN,A34QZDSTKZ3JO9,"'' people who are high in positive emotions sleep better , they have better diets , they exercise more , they have lower levels of these stress hormones '' , Cohen said .","'' happy people sleep better , have better diets , exercise more and have less levels of stress hormones '' , Cohen said .",32-23 26-17 27-18 28-19 29-20 30-21 31-22 12-6 13-7 14-8 15-9 8-3 9-4 10-5 17-10 18-11 23-15 24-16 1-2 22-14 0-0 21-13,0-0 1-2 4-1 5-1 6-1 7-1 8-3 9-4 10-5 12-6 13-7 14-8 15-9 17-10 18-11 21-13 22-14 23-15 24-16 26-17 27-18 28-19 29-20 30-21 31-22 32-23,{},2 3 11 16 19 20 25,{}
3QX22DUVOOHMKULCJ2KQ9LRTGZVMVQ,3URFVVM165IOS6SOJ35G9LH6RWVZU4,A2ZRJMJTE6ID97,"Despite that , there is not the slightest chance for terrorism .","There 's very little possibility of terrorism happening here , nonetheless '' .",11-12 10-6 8-4 7-3,unchanged,unchanged,unchanged,unchanged
3QX22DUVOOHMKULCJ2KQ9LRTGZVVMZ,3W2LOLRXLBF1NJ1LF871HV69GPURKO,A2NV5CA59IXOAY,"'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , said Carolyn Greene Bennett , Cedar Grove 's town recorder .","'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , Bennett said .",27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-17 18-17 19-17 17-18,unchanged,unchanged,22 23 24 25 26,{}
3QXFBUZ4ZKGMF50Q39CQ0U5D66AGUN,3N2BF7Y2VQUJODNL4F8NI4W7IKBHM4,A2ZRJMJTE6ID97,He thought many of our players are green hand in this contest .,He thinks that China dispatched more new players for the completion .,12-11 0-0 1-1 5-7,unchanged,unchanged,unchanged,unchanged
3QXFBUZ4ZKGMF50Q39CQ0U5D66AUG1,3S06PH7KSR45G8WUPX6Z7RT6SHND1J,A1I6P3XTSPFEK5,"Other games include Althafra against Alshabab , Dubai against Alnasir , Alwasil against Alsharqa and Alahli against Aljazeera .","Al-Thafra will play versus Al-Shabab , Dubai vs. Al-Nasr , Al-Wasl vs. Sharjah , and Al-Ahli vs. Al-Jazira .",18-18 6-5 7-6 3-0 1-2 5-4 15-15 14-14,3-0 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-14 15-15 16-16 17-17 18-18,1-2,unchanged,unchanged
3R0WOCG21M9J3LQZ1JBIU92GTEUDUA,3180JW2OT4CH7CX50GUMDF109H55JN,A34QZDSTKZ3JO9,"In a slightly irritated manner , I asked the foul-mouth person not to indulge in loose talking .","We said to the evil-mouthed fellow without anger , `` Please do n't show such evil manners any more .",17-19 4-16 7-10 16-1,3-7 7-1 8-3 9-4 10-5 11-11 11-12 15-15 15-16 16-1 16-15 16-16 17-19,6-0 13-13 14-14,0 1 2 4 5 12,5 6 8 9 10 17 18
3R0WOCG21M9J3LQZ1JBIU92GTEUUDR,3A1PQ49WVHHMSO1WBTPPYC84K94H1K,A34QZDSTKZ3JO9,"Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .","Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .",30-26 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 23-20 24-21 25-22 26-23 2-1 0-0 21-18 29-3 28-2 27-24 1-4,0-0 1-4 2-1 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 23-20 24-21 25-22 26-23 27-24 28-2 29-3 30-26,3-2 3-3 4-2 4-3 5-2 5-3 22-19,6 7 8,{}
3R15W654VDTA947AXRP13LDWZ2PQLX,3MB8LZR5BFTQKL68AOA5VJXAAX4KLQ,A2ZRJMJTE6ID97,He now directed his attacks against Koizumi and started to oppose such a stance .,"He has turned the muzzle of his gun and begun shooting at Koizumi , adopting an attitude of opposition .",14-19 13-16 12-15 6-12 8-9 10-18 7-8,0-0 6-12 7-8 8-9 10-18 12-15 13-16 14-19,2-2 2-3 2-4 3-2 3-3 3-4 4-2 4-3 4-4,1 5 9 11,1 5 6 7 10 11 14 17
3R16PJFTS3RS0T2UEU6NLIZCEA34KR,3R6BYFZZP7CA4TVJNWMWQ00S9AZFX7,A2NV5CA59IXOAY,"daughter Renee Jackson said she often made '' huge pots of , like , beans and rice with , like , meat and casseroles '' for the whole family .","their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .",29-22 0-2 1-3 2-4 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 3-8 4-9 6-10,0-2 1-3 2-4 3-8 4-9 6-10 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 29-22,17-18,5 12 19 25 26 27 28,1 6
3R16PJFTS3RS0T2UEU6NLIZCEA3K47,3YGXWBAF70HC3FNZCJUQLJIRJ1L4CN,A34QZDSTKZ3JO9,"My dear Alvi Sahib , God bless you .","Mr. Mohib Alwi thanks , may Allah reward you .",8-9 7-8 5-6,0-0 0-1 0-2 1-0 1-1 1-2 2-0 2-1 2-2 3-0 3-1 3-2 5-6 6-7 7-8 8-9,{},{},{}
3R4QIDVOJPC76V7D7E7XW9YY721EEN,3K9FOBBF2HJRSRRB712LNBEE4R5NLS,A1EQ2HDHF2WWSY,"the delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","bin Laden 's men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .",27-31 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 2-4 3-7 5-9 4-8,2-4 2-5 2-6 3-7 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 27-31,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3,unchanged,unchanged
3R5LWXWHR08EW9UL8ENDK14H0ORGXF,31QNSG6A5RT7AZF5X5CSM96IKCQ784,A4H1NYJVE7C53,The statement gave no further explanation .,The announcement did not contain any more information .,6-8 2-4 1-1 0-0,0-0 1-1 2-4 5-7 6-8,{},unchanged,unchanged
3R5LWXWHR08EW9UL8ENDK14H0ORXGW,3SB4CE2TJVVF82EBCG04CZP1CT5AX6,A4H1NYJVE7C53,Several key US Republican Congressmen were caught in disagreement over how to impeach President Clinton .,Several key figures of Republicans in U.S. Congress have opposing views about the impeachment proceedings .,15-15 0-0 1-1 3-4 2-6 4-7 12-13,unchanged,unchanged,unchanged,unchanged
3R5OYNIC2C9DS5E06NC3P7X3OJPTPC,30X31N5D63Q7CLSCI6UHDR89XE1SAE,A2HNL20X0Q9BP0,"Amongst them there will be exams , and those who pass the exams will be awarded a training completion certificate .","In this period , tests were also given , and certificates were issued to qualified trainees .",20-16 6-8 7-9 19-10 15-12 12-4 14-11,5-4 6-8 7-9 15-12 15-13 20-16,2-3 3-5 3-6 3-7 4-5 4-6 4-7 8-14 8-15 9-14 9-15 10-14 10-15 11-4 12-4 13-11 14-11 16-10 17-10 18-10 19-10,0 1,0 1 2
3R6RZGK0XFCMEBAQ25813GE0P98VYO,3E13VNJ1NNVMOJCGHB7AYO9JKMTI1O,A1I6P3XTSPFEK5,Awareness of something is no less a punishment and torment .,Being informed does not mean that one has less agony .,10-10 5-8,0-0 0-1 1-0 1-1 2-0 2-1 4-2 4-3 4-4 5-8 7-9 8-9 9-9 10-10,{},unchanged,unchanged
3R6RZGK0XFCMEBAQ25813GE0P98YVR,3VFJCI1K4ZZWLX52PHMMJ3EG97GRGM,A4H1NYJVE7C53,High volume sounds of Naats ( poetic lines in praise of Prophet Mohammad ) were going on .,The series of Naat recitations continued in a loud voice over speakers .,17-12 2-9 0-8 4-3 15-5 3-2,0-8 0-9 1-8 1-9 2-9 3-2 4-3 15-5 16-5 17-12,{},5 6 7 8 9 10 11 12 13 14,0 1 10 11
3R6RZGK0XFCMEBAQ25813GE0P99VYP,3OSWBBLG1EXD69HNWQR620X7XX3XDY,AROEBUDI2L9G9,"'' the message is : if an individual is thinking of getting a flu shot , they should n't wait .","'' the message to the public is : if you are thinking of getting a flu shot , do n't wait any longer '' , he said .",20-27 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 0-0 1-1 2-2 3-6 4-7 5-8 18-19 19-20,0-0 0-23 0-24 1-1 2-2 3-6 4-7 5-8 9-11 10-12 11-13 12-14 13-15 14-16 15-17 19-20 20-27,17-18 17-19 18-18 18-19,unchanged,unchanged
3R6RZGK0XFCMEBAQ25813GE0P99YVS,3300DTYQT2HYPIUB677YEAJZ054EQW,A34QZDSTKZ3JO9,supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores .,supporters say those people will gamble and have enough money left over to spend in restaurants and stores .,20-18 16-14 17-15 18-16 19-17 11-4 12-5 13-6 0-0 1-1 14-13 15-9,0-0 1-1 7-2 7-3 8-2 8-3 9-2 9-3 11-4 12-5 13-6 14-13 15-9 16-14 17-15 18-16 19-17 20-18,{},2 3 4 5 6 10,7 8 10 11 12
3R868ACW4SC314U09WBYHMKS8ONZGT,3YZ8UPK3VTMBKDHERPL8YNGLIETCU2,A2NV5CA59IXOAY,"Making an effort for a just thing itself can make one 's own life somewhat wonderful , and at least in his heart when he evaluates himself .","Working hard towards righteousness , I will add some beauty to my life in this way alone , at least in my heart and in my appraisal of myself .",27-29 18-18 19-19 20-20 22-22 13-12 2-0 25-26 26-28,0-0 0-1 1-0 1-1 2-0 2-1 3-2 5-3 6-3 13-12 18-18 19-19 20-20 22-22 25-26 27-29,9-6 9-7 14-8 15-9 21-21 26-28,unchanged,unchanged
3RBI0I35XE322287IV2VKLMHYPFY3U,31Z0PCVWUKFQ8J7T03NND525YPE7TW,AROEBUDI2L9G9,"at best , Davydenko 's supporters were naively ignorant of tennis etiquette ; at worst , they cheated - yet went without penality from umpire Lars Graf .","at best , Davydenko 's supporters were naively ignorant to tennis etiquette ; at worst , they cheated -- yet went unpenalised by umpire Lars Graf .",27-26 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 24-23 25-24 26-25 19-19 20-20,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-19 20-20 24-23 25-24 26-25 27-26,22-21,unchanged,unchanged
3RBI0I35XE322287IV2VKLMHYPG3Y0,36U2A8VAG1ZAKKD7T3ZVPRZ6JAQYKA,A1EQ2HDHF2WWSY,"Pachachi praised the measures taken by the occupation alliance , saying this was achieved by the Executive Consultancy Conference 's effective lobbying .",Pachachi praised the occupying coalition for making the aforementioned move and claimed it as a result of the Governing Council 's aggressive lobbying .,22-23 0-0 1-1 2-2 21-22 3-9 8-4 7-3 4-6 10-11,0-0 1-1 6-2 7-3 8-4 10-11 11-12 12-13 12-14 12-15 13-13 13-14 13-15 14-16 15-17 16-18 16-19 17-18 17-19 18-18 18-19 19-20 20-21 21-22 22-23,2-5 2-6 2-7 2-8 2-9 3-5 3-6 3-7 3-8 3-9 4-5 4-6 4-7 4-8 4-9 5-5 5-6 5-7 5-8 5-9,{},{}
3RBI0I35XE322287IV2VKLMHYPGY3V,3XIQGXAUMC8XP0GD5DOK28NBBLF7XS,A2ZRJMJTE6ID97,I was surprised it turned out me talking and the president just listening .,'' I was surprised it turned out me talking and the president just listening . . . it was mostly a monologue '' .,13-21 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13,unchanged,unchanged,unchanged,unchanged
